SIGNIFICANT,SERIOUS,Year,Fatalities,Injuries,Explode,Ignite,CLASS,Dia,wall,SMYS,TOTAL_COST_IN84,TOTAL_COST_CURRENT,MAOP,SEAM,cause,subcause,coat,PIR,HCA,BA,CoF
NO,NO,2012,0,0,NO,NO,1,6.625,0.28,42000,15741.72251,29619.03621,1050,SEAMLESS,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,OTHER,58,NO,After,29619.03621
YES,NO,2012,0,0,NO,NO,1,2,0.218,35000,108327.0166,203865.1333,936,SEAMLESS,NATURAL FORCE DAMAGE,EARTH MOVEMENT,FUSION BONDED EPOXY,633,YES,After,203865.1333
NO,NO,2012,0,0,NO,NO,2,6.625,0.156,42000,22497.71572,32781.81349,1187,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,COAL TAR,143,NO,After,32781.81349
YES,NO,2012,0,0,NO,NO,1,24,0.283,65000,111042.8663,222667.7598,1102,DSAW,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",FUSION BONDED EPOXY,550,NO,After,222667.7598
NO,NO,2012,0,0,NO,NO,2,NA,NA,NA,13564.54288,13251.87753,1000,NA,INCORRECT OPERATION,INCORRECT VALVE POSITION,NA,917,NO,After,13251.87753
YES,NO,2012,0,0,NO,NO,3,NA,NA,NA,52865.69767,49653.60465,328,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,150,NO,After,49653.60465
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,33455.76255,41653.19549,936,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,378,NO,After,41653.19549
YES,NO,2012,0,0,NO,NO,1,2.375,0.218,35000,105059.1361,211946.7125,1000,OTHER,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,44,NO,After,211946.7125
NO,NO,2012,0,0,NO,NO,1,18,0.25,24000,40807.39043,54503.58652,350,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,233,NO,After,54503.58652
NO,NO,2012,0,0,NO,NO,3,NA,NA,NA,11211.86323,11383.15177,500,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,69,NO,After,11383.15177
YES,NO,2012,0,0,NO,YES,1,10.75,0.365,42000,97478.87661,190446.223,1385,LONGITUDINAL ERW - LOW FREQUENCY,CORROSION,INTERNAL,COAL TAR,162,NO,After,190446.223
YES,NO,2012,0,0,YES,NO,3,12.75,0.25,42000,128750.2897,258348.4678,735,LONGITUDINAL ERW - HIGH FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",FUSION BONDED EPOXY,225,YES,After,258348.4678
YES,NO,2012,0,0,NO,NO,1,36,0.438,60000,13210039.83,26649986.09,1001,LONGITUDINAL ERW - HIGH FREQUENCY,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,OTHER,786,NO,After,26649986.09
YES,NO,2012,0,0,NO,NO,1,10,0.5,NA,58580.97833,95942.38028,360,OTHER,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,NONE,148,NO,After,95942.38028
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,35457.62506,35013.38416,867,NA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,NA,365,NO,After,35013.38416
YES,NO,2012,0,0,NO,NO,1,16,0.312,52000,165958.0909,334334.5099,840,SEAMLESS,CORROSION,INTERNAL,OTHER,418,NO,After,334334.5099
YES,YES,2012,0,4,NO,NO,2,NA,NA,NA,30629.52347,60027.39731,400,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,110,NO,After,12900027.4
YES,NO,2012,0,0,NO,NO,2,NA,NA,NA,169765.522,159800.7546,800,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,312,NO,After,159800.7546
YES,NO,2012,0,0,NO,YES,3,6,0.188,35000,335726.134,670542.4498,500,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,FUSION BONDED EPOXY,103,NO,After,670542.4498
NO,NO,2012,0,0,NO,NO,1,16,0.25,46000,24919.70174,25963.14031,1002,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,EXTERNAL,COAL TAR,349,NO,After,25963.14031
NO,NO,2012,0,0,YES,YES,1,16,0.25,46000,29697.28755,39202.93672,1002,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,EXTERNAL,COAL TAR,349,NO,After,39202.93672
YES,NO,2012,0,0,NO,NO,2,NA,NA,NA,92715.03164,103656.8914,800,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,312,NO,After,103656.8914
YES,NO,2012,0,0,NO,NO,1,NA,NA,NA,582337.8334,1172559.703,405,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,83,NO,After,1172559.703
NO,NO,2012,0,0,NO,NO,3,NA,NA,NA,40348.13693,38180.77645,460,NA,NATURAL FORCE DAMAGE,HIGH WINDS,NA,178,NO,After,38180.77645
NO,NO,2012,0,0,NO,NO,1,20,0.281,52000,48252.76296,95224.94391,975,LONGITUDINAL ERW - LOW FREQUENCY,CORROSION,EXTERNAL,COAL TAR,430,NO,After,95224.94391
NO,NO,2012,0,0,NO,YES,1,NA,NA,NA,48040.96521,96918.03135,1440,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,419,NO,After,96918.03135
YES,NO,2012,0,0,NO,NO,1,NA,NA,NA,67178.16608,63892.13602,1435,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,1098,NO,After,63892.13602
NO,NO,2012,0,0,NO,NO,3,NA,NA,NA,22197.5443,35057.42738,375,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,294,YES,After,35057.42738
NO,NO,2012,0,0,NO,NO,2,6.625,0.203,24000,17610.89789,23799.18713,307,LAP WELDED,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,COAL TAR,180,NO,After,23799.18713
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,12504.71459,11744.93446,1260,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,523,NO,After,11744.93446
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,11748.95349,11035.09302,1260,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,523,NO,After,11035.09302
NO,NO,2012,0,0,NO,NO,3,3.5,0.216,35000,47873.7764,86942.29361,680,OTHER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,54,NO,After,86942.29361
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,17218.82664,16172.61945,1000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,45,NO,After,16172.61945
YES,NO,2012,0,0,NO,NO,4,NA,NA,NA,665291.6136,1342118.689,245,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,259,YES,After,1342118.689
YES,NO,2012,0,0,NO,NO,4,NA,NA,NA,64593.10451,130290.5739,245,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,259,YES,After,130290.5739
NO,NO,2012,0,0,NO,NO,3,NA,NA,NA,29152.64537,27551.84854,300,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,147,NO,After,27551.84854
YES,NO,2012,0,0,NO,NO,1,8.625,0.277,35000,61517.21089,106088.678,408,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,112,NO,After,106088.678
NO,NO,2012,0,0,NO,NO,1,8.625,0.188,42000,40660.02908,67621.79755,790,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,EXTERNAL,COLD APPLIED TAPE,167,NO,After,67621.79755
NO,NO,2012,0,0,NO,NO,3,6.625,0.25,35000,27981.64878,55820.02951,750,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",OTHER,182,NO,After,55820.02951
YES,NO,2012,0,0,NO,NO,1,NA,NA,NA,51340.99909,49244.56479,850,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,483,NO,After,49244.56479
NO,NO,2012,0,0,NO,NO,2,NA,NA,NA,17587.10359,16518.52008,1480,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,637,NO,After,16518.52008
YES,NO,2012,0,0,NO,YES,1,16,0.25,42000,245564.9809,476632.8606,610,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,EXTERNAL,COAL TAR,306,NO,After,476632.8606
YES,NO,2012,0,0,NO,NO,1,12.75,0.25,42000,195044.615,384074.9138,400,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,166,NO,After,384074.9138
YES,NO,2012,0,0,NO,NO,3,6,0.156,42000,292746.0788,576181.1813,720,LONGITUDINAL ERW - HIGH FREQUENCY,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,COLD APPLIED TAPE,111,YES,After,576181.1813
YES,NO,2012,0,0,YES,YES,2,20,0.281,60000,2394883.569,4574158.038,1000,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,EXTERNAL,FUSION BONDED EPOXY,495,NO,After,4574158.038
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,71229.5082,66901.63934,936,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,182,NO,After,66901.63934
YES,NO,2012,0,0,NO,NO,3,18,0.25,52000,316988.0241,621316.2313,866,LONGITUDINAL ERW - LOW FREQUENCY,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,COLD APPLIED TAPE,366,YES,After,621316.2313
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,13939.55114,15934.31,1050,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,536,NO,After,15934.31
NO,NO,2012,0,0,NO,NO,1,NA,NA,NA,12032.58801,12670.63423,1120,NA,NATURAL FORCE DAMAGE,TEMPERATURE,NA,386,NO,After,12670.63423
YES,NO,2012,0,0,NO,NO,2,10.75,0.365,42000,149488.7649,300678.8506,1350,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,INTERNAL,COAL TAR,227,NO,After,300678.8506
YES,NO,2012,0,0,NO,NO,1,20,0.25,52000,930598.9632,957078.1964,936,LONGITUDINAL ERW - LOW FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,COLD APPLIED TAPE,422,NO,After,957078.1964
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,189560.5786,381977.7979,760,NA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,NA,820,NO,After,381977.7979
YES,NO,2013,0,0,NO,YES,3,NA,NA,NA,499968.688,1000566.372,520,NA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,NA,435,YES,After,1000566.372
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,36401.77674,73349.81756,1102,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,550,NO,After,73349.81756
YES,NO,2013,0,0,NO,NO,1,24,0.25,35000,99480.0907,199341.4673,350,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,345,NO,After,199341.4673
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,143069.4775,135270.4526,827,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,131,NO,After,135270.4526
YES,NO,2013,0,0,NO,NO,1,4,0.237,35000,101899.5698,202971.9637,752,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,89,NO,After,202971.9637
NO,NO,2013,0,0,NO,NO,1,2,0.154,24000,30181.77858,47492.11665,832,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NONE,49,NO,After,47492.11665
YES,NO,2013,0,0,NO,NO,1,36,0.562,60000,635000.6095,1281024.79,1,DSAW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,OTHER,1,NO,After,1281024.79
NO,NO,2013,0,0,NO,NO,1,12.75,0.312,35500,42059.97508,63519.83256,500,LAP WELDED,CORROSION,EXTERNAL,COAL TAR,185,NO,After,63519.83256
NO,NO,2013,0,0,NO,NO,2,NA,NA,NA,8855.122951,8317.090164,535,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,138,NO,After,8317.090164
YES,NO,2013,0,0,NO,NO,1,12.75,0.219,42000,337392.7004,610828.7651,704,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,COAL TAR,249,NO,After,610828.7651
YES,NO,2013,0,0,NO,NO,1,20,0.312,52000,1117711.636,2254759.764,970,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,INTERNAL,COAL TAR,430,NO,After,2254759.764
YES,NO,2011,0,0,NO,YES,3,NA,NA,NA,92649.06397,159071.3998,175,NA,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,NA,183,YES,After,159071.3998
NO,NO,2013,0,0,NO,NO,3,NA,NA,NA,1643.020924,1819.712464,500,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,62,YES,After,1819.712464
NO,NO,2013,0,0,NO,NO,2,NA,NA,NA,45512.43725,42858.85013,1200,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,717,YES,After,42858.85013
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,66552.82262,62609.65979,1080,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,91,NO,After,62609.65979
NO,NO,2013,0,0,NO,NO,3,NA,NA,NA,20546.53306,19633.31267,936,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,127,YES,After,19633.31267
YES,NO,2013,0,0,NO,NO,1,10.75,0.188,24000,71053.09432,143019.894,604,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,201,NO,After,143019.894
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,281878.8169,568659.9382,911,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,935,NO,After,568659.9382
YES,NO,2013,0,0,NO,NO,1,20,0.312,52000,173096.3249,349160.6963,970,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,INTERNAL,COAL TAR,430,NO,After,349160.6963
YES,NO,2013,0,0,NO,NO,2,4,0.237,30000,134206.2284,250239.8677,275,OTHER,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,COAL TAR,48,NO,After,250239.8677
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,153630.7364,144407.9362,877,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,315,NO,After,144407.9362
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,11432.33607,10737.71311,935,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,84,NO,After,10737.71311
YES,NO,2013,0,0,NO,NO,1,16,0.25,46000,59355.20185,106622.4662,960,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,442,NO,After,106622.4662
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,17275.62245,16449.41542,863,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,218,NO,After,16449.41542
YES,NO,2013,0,0,NO,NO,1,8,0.156,42000,124089.6793,235184.6782,895,LONGITUDINAL ERW - LOW FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,138,NO,After,235184.6782
NO,NO,2013,0,0,NO,NO,3,16,0.25,42000,35000.478,69281.8615,300,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OTHER,191,YES,After,69281.8615
NO,NO,2013,0,0,NO,NO,1,16,0.375,52000,31654.75166,63813.2945,775,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,INTERNAL,COAL TAR,312,NO,After,63813.2945
YES,NO,2013,0,0,NO,NO,1,20,0.281,52000,315510.4572,461973.2833,1052,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,COAL TAR,490,NO,After,461973.2833
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,88552.84836,83172.42213,1313,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,750,YES,After,83172.42213
YES,NO,2013,0,0,NO,YES,1,NA,NA,NA,3887155.281,7841797.347,1001,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,235,NO,After,7841797.347
YES,NO,2013,0,0,NO,NO,1,10,0.25,24000,185091.3312,314060.8017,400,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NONE,148,NO,After,314060.8017
NO,NO,2013,0,0,NO,NO,3,NA,NA,NA,11811.17637,11261.12355,750,NA,INCORRECT OPERATION,INCORRECT VALVE POSITION,NA,454,YES,After,11261.12355
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,168222.5864,159051.6871,1435,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,1098,NO,After,159051.6871
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,1212327.016,2445612.767,500,NA,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,NA,250,NO,After,2445612.767
NO,NO,2013,0,0,YES,YES,2,30,0.5,50000,0,0,800,DSAW,INCORRECT OPERATION,OTHER INCORRECT OPERATION,COAL TAR,585,NO,After,0
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,79285.57096,158262.3589,686,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,43,NO,After,158262.3589
YES,NO,2013,0,0,NO,NO,3,6,0.28,35000,161226.4723,325180.374,450,SEAMLESS,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,COAL TAR,87,NO,After,325180.374
YES,NO,2013,0,0,NO,NO,3,14,0.25,42000,77915.99024,151898.627,750,LONGITUDINAL ERW - LOW FREQUENCY,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,COLD APPLIED TAPE,265,YES,After,151898.627
YES,NO,2013,0,0,NO,YES,1,6,0.203,24000,415154.7001,837091.3892,397,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,COAL TAR,102,NO,After,837091.3892
YES,NO,2013,0,0,NO,NO,2,NA,NA,NA,265460.9682,446527.2349,1250,NA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,NA,390,NO,After,446527.2349
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,72772.29381,68462.4116,836,NA,INCORRECT OPERATION,INCORRECT VALVE POSITION,NA,599,YES,After,68462.4116
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,25290.52191,25444.2897,936,NA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,NA,634,NO,After,25444.2897
YES,NO,2013,0,0,NO,NO,1,12,0.219,42000,140441.5547,261509.9988,865,LONGITUDINAL ERW - UNKNOWN FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COAL TAR,290,NO,After,261509.9988
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,40704.46947,38482.66893,460,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,44,NO,After,38482.66893
YES,YES,2013,0,2,YES,YES,1,30,0.344,60000,1689879.098,3100235.124,975,DSAW,CORROSION,EXTERNAL,OTHER,646,NO,After,9520235.124
NO,NO,2013,0,0,NO,NO,1,4,0.237,35000,32152.61986,43047.47762,1440,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,EXTRUDED POLYEHYLENE,118,NO,After,43047.47762
NO,NO,2013,0,0,NO,NO,2,NA,NA,NA,42041.70708,49907.35476,850,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,664,YES,After,49907.35476
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,78187.35048,73520.52079,780,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,578,NO,After,73520.52079
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,22291.67275,25887.24111,899,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,645,NO,After,25887.24111
YES,NO,2013,0,0,NO,NO,1,4.5,0.125,42000,55531.04954,79867.17426,907,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,COAL TAR,86,NO,After,79867.17426
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,228093.9793,214793.7322,757,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,240,NO,After,214793.7322
YES,NO,2012,0,0,NO,NO,1,8.625,0.219,42000,143774.553,262347.8918,1066,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,EXTERNAL,EXTRUDED POLYEHYLENE,200,NO,After,262347.8918
YES,NO,2013,0,0,NO,NO,2,6.625,0.188,35000,346556.2116,690004.1369,473,LONGITUDINAL ERW - UNKNOWN FREQUENCY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,EXTRUDED POLYEHYLENE,100,YES,After,690004.1369
YES,NO,2013,0,0,NO,YES,1,NA,NA,NA,75131.92454,151567.948,200,NA,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,NA,65,NO,After,151567.948
NO,NO,2013,0,0,NO,NO,1,30,0.5,52000,47634.69622,96098.42269,780,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,OTHER,578,NO,After,96098.42269
YES,NO,2013,0,0,NO,NO,3,8.625,0.375,42000,800039.4456,1547473.776,1565,LONGITUDINAL ERW - LOW FREQUENCY,CORROSION,INTERNAL,COAL TAR,258,NO,After,1547473.776
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,42561.19412,41344.39375,960,NA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,NA,273,NO,After,41344.39375
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,50312.49356,101371.4629,987,NA,CORROSION,EXTERNAL,NA,660,NO,After,101371.4629
NO,NO,2013,0,0,NO,YES,1,NA,NA,NA,10017.09025,19876.02077,930,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,631,NO,After,19876.02077
YES,NO,2013,0,0,NO,NO,1,12.75,0.219,52000,87908.07149,164517.4896,1000,LONGITUDINAL ERW - HIGH FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,FUSION BONDED EPOXY,262,NO,After,164517.4896
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,14108.65754,13452.52859,875,NA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,NA,61,NO,After,13452.52859
YES,NO,2013,0,0,YES,YES,3,10,0.188,42000,90351.80897,176875.8643,350,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,129,NO,After,176875.8643
YES,NO,2013,0,0,NO,NO,1,8.625,0.188,42000,102291.9009,123449.4489,944,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,COAL TAR,179,NO,After,123449.4489
NO,NO,2013,0,0,NO,YES,1,12,0.219,52000,44226.22373,74386.36331,1200,LONGITUDINAL ERW - HIGH FREQUENCY,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,FUSION BONDED EPOXY,305,NO,After,74386.36331
YES,NO,2013,0,0,NO,NO,3,4,0.225,35000,111720.0372,216657.5032,500,LONGITUDINAL ERW - UNKNOWN FREQUENCY,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,ASPHALT,70,NO,After,216657.5032
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,25305.91125,23824.19965,230,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,21,NO,After,23824.19965
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,42349.22837,40055.4245,937,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,211,NO,After,40055.4245
YES,NO,2013,0,0,NO,NO,1,NA,NA,NA,236282.5093,403480.0717,594,NA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,NA,336,NO,After,403480.0717
YES,NO,2013,0,0,NO,NO,1,24,0.266,65500,91626.76176,147257.7777,1000,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,524,NO,After,147257.7777
NO,NO,2013,0,0,NO,NO,1,NA,NA,NA,14776.92368,14102.53632,796,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,311,YES,After,14102.53632
YES,NO,2013,0,0,NO,NO,1,4,0.156,35000,69491.33285,124483.5996,800,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,EXTRUDED POLYEHYLENE,78,NO,After,124483.5996
